tense,dataset,num_words,sentence_id,theme,numerosity,structure,sentence,audio_filename
present,naturalistic,8,nat_00389,emotion,plural,preposition,Are the people around you not feeling happy?,nat_00389.wav
present,naturalistic,10,nat_11599,health,singular,dependent,The kid who plays outside has a broken arm now,nat_11599.wav
past,naturalistic,10,nat_06426,work,singular,independent,Did the student pass the exam or did he fail?,nat_06426.wav
present,naturalistic,10,nat_10578,emotion,plural,independent,Are my parents not angry with me or my brother?,nat_10578.wav
past,naturalistic,8,nat_19084,food,singular,preposition,The salad on the counter was not ready,nat_19084.wav
present,naturalistic,6,nat_08112,weather,singular,simple,There is no wind outside now,nat_08112.wav
past,naturalistic,8,nat_04997,relationship,singular,preposition,Did you live with your grandparents last year?,nat_04997.wav
present,naturalistic,8,nat_14211,food,singular,independent,Is he not hungry because he ate snacks?,nat_14211.wav
past,naturalistic,6,nat_19345,humanity,plural,simple,The photographers took great pictures outside,nat_19345.wav
present,naturalistic,8,nat_04796,humanity,singular,preposition,Does he study politics at the university now?,nat_04796.wav
present,naturalistic,10,nat_04769,health,singular,dependent,The person sitting next to me has chronic back pain,nat_04769.wav
past,naturalistic,7,nat_11065,humanity,singular,simple,It was not a successful economic policy,nat_11065.wav
future,naturalistic,10,nat_04173,sport,plural,dependent,Are the runners who are slow not going to finish?,nat_04173.wav
present,naturalistic,7,nat_19077,emotion,plural,simple,Do the kids not love playing outside?,nat_19077.wav
future,naturalistic,8,nat_01907,emotion,singular,preposition,Her happiness will be contagious to everyone around,nat_01907.wav
past,naturalistic,9,nat_04946,humanity,singular,dependent,She studied the painting that hung in her office,nat_04946.wav
future,naturalistic,7,nat_08560,relationship,plural,simple,The children will learn to ride bikes,nat_08560.wav
past,naturalistic,7,nat_06033,relationship,singular,dependent,Hadn't your daughter eaten breakfast before school?,nat_06033.wav
past,naturalistic,7,nat_07619,shopping,singular,simple,The store had just opened its doors,nat_07619.wav
future,naturalistic,9,nat_01151,relationship,singular,preposition,The woman in front of you is my aunt,nat_01151.wav
past,naturalistic,8,nat_18168,science,singular,dependent,The car that I bought was very fast,nat_18168.wav
future,naturalistic,11,nat_09689,shopping,singular,dependent,Can I use the coupon that I will get next week?,nat_09689.wav
past,naturalistic,9,nat_07106,shopping,plural,independent,The customers were loyal because the service was good,nat_07106.wav
present,naturalistic,8,nat_18787,weather,plural,simple,Do the flowers not bloom in cold weather?,nat_18787.wav
future,naturalistic,7,nat_04287,nature,plural,simple,The mountains will be covered in snow,nat_04287.wav
future,naturalistic,7,nat_02230,nature,singular,simple,The flowers will bloom in every color,nat_02230.wav
past,naturalistic,6,nat_00174,basic,singular,simple,Was the movie interesting to watch?,nat_00174.wav
future,naturalistic,12,nat_08752,food,plural,dependent,Are the teenagers not going to like the healthy snacks we bought?,nat_08752.wav
future,naturalistic,9,nat_03408,emotion,singular,preposition,Will she not be happy with her new job?,nat_03408.wav
present,naturalistic,7,nat_01538,nature,plural,simple,Are glaciers melting at a fast rate?,nat_01538.wav
present,naturalistic,9,nat_02292,food,plural,dependent,Do the families who come here eat together often?,nat_02292.wav
past,naturalistic,10,nat_09523,work,plural,dependent,The teachers that we had in school were very supportive,nat_09523.wav
past,naturalistic,5,nat_01363,humanity,plural,simple,People bought many newspapers daily,nat_01363.wav
present,naturalistic,9,nat_04357,art,singular,preposition,Is the painting in the gallery not for sale?,nat_04357.wav
future,naturalistic,9,nat_00680,emotion,plural,preposition,They will not be happy about the news tonight,nat_00680.wav
past,naturalistic,6,nat_13050,nature,plural,simple,Did the bees collect nectar quickly?,nat_13050.wav
present,naturalistic,5,nat_03664,basic,singular,simple,Does it taste good now?,nat_03664.wav
future,naturalistic,12,nat_00508,basic,plural,independent,The men will offer their seats to the women on the bus,nat_00508.wav
future,naturalistic,7,nat_00166,relationship,plural,simple,The brothers will not forgive each other,nat_00166.wav
future,naturalistic,11,nat_13689,relationship,plural,independent,The children will not sleep if their room is too hot,nat_13689.wav
past,naturalistic,7,nat_18174,work,plural,simple,The athletes trained hard for the competition,nat_18174.wav
past,naturalistic,8,nat_01914,humanity,singular,simple,Did the professor give an interesting lecture then?,nat_01914.wav
present,naturalistic,10,nat_07263,basic,plural,independent,The kids are not sleeping because they are excited now,nat_07263.wav
past,naturalistic,9,nat_10728,health,plural,preposition,Many people suffered from anxiety during the pandemic period,nat_10728.wav
present,naturalistic,9,nat_01104,transport,singular,dependent,The rental car that I got is not comfortable,nat_01104.wav
present,naturalistic,6,nat_12067,transport,plural,simple,Do subways run all night long?,nat_12067.wav
past,naturalistic,10,nat_02610,shopping,singular,preposition,Did you buy the shoes from the store next door?,nat_02610.wav
present,naturalistic,9,nat_09944,emotion,plural,dependent,Do the people who are smiling feel happy inside?,nat_09944.wav
present,naturalistic,9,nat_05310,housing,singular,preposition,Does she not like the color of the walls?,nat_05310.wav
past,naturalistic,11,nat_17355,work,singular,independent,Did the professor give a lecture or did he cancel class?,nat_17355.wav
present,naturalistic,8,nat_11108,weather,singular,dependent,The rain that we need is not coming,nat_11108.wav
present,naturalistic,8,nat_11156,work,plural,preposition,The jobs in the industry are very challenging,nat_11156.wav
present,naturalistic,11,nat_00152,work,singular,dependent,He spends most of his time reading books that interest him,nat_00152.wav
present,naturalistic,12,nat_13422,health,singular,independent,I eat healthy food but my brother does not care about it,nat_13422.wav
present,naturalistic,7,nat_02832,sport,plural,simple,Golfers need to focus on their swings,nat_02832.wav
past,naturalistic,7,nat_19819,sport,plural,simple,Were the volunteers helpful to the spectators?,nat_19819.wav
past,naturalistic,7,nat_16790,shopping,plural,simple,The employees were not very helpful then,nat_16790.wav
past,naturalistic,8,nat_03551,weather,plural,dependent,They had been predicting a heatwave for weeks,nat_03551.wav
past,naturalistic,6,nat_17393,food,singular,simple,Didn't he drink enough water yesterday?,nat_17393.wav
present,naturalistic,10,nat_18472,shopping,singular,independent,Does he not like it but will buy it anyway?,nat_18472.wav
past,naturalistic,7,nat_12541,transport,plural,dependent,The buses that broke down were old,nat_12541.wav
past,naturalistic,10,nat_04538,relationship,plural,dependent,The kids who went to our school were our friends,nat_04538.wav
future,naturalistic,8,nat_14367,transport,singular,simple,Doesn't the rental car have a GPS system?,nat_14367.wav
past,naturalistic,9,nat_18115,nature,plural,dependent,Were the trees that grew on the hill tall?,nat_18115.wav
present,naturalistic,7,nat_10014,shopping,plural,simple,People love shopping at discount stores nowadays,nat_10014.wav
present,naturalistic,6,nat_12278,transport,plural,simple,Some hotels are not very clean,nat_12278.wav
present,naturalistic,6,nat_19066,sport,plural,simple,The golfers are not very accurate,nat_19066.wav
present,naturalistic,9,nat_15088,emotion,singular,preposition,Is the person next to you feeling happy today?,nat_15088.wav
past,naturalistic,8,nat_18953,emotion,plural,simple,Were the parents angry with their children's behavior?,nat_18953.wav
past,naturalistic,8,nat_05141,food,singular,dependent,Didn't the boy dislike eating fish on Fridays?,nat_05141.wav
future,naturalistic,9,nat_11814,shopping,singular,preposition,He will not get a refund for his purchase,nat_11814.wav
present,naturalistic,9,nat_18645,art,plural,simple,The art pieces they make are not for sale,nat_18645.wav
future,naturalistic,9,nat_03450,work,plural,simple,Many graduates will not find jobs in their field,nat_03450.wav
present,naturalistic,8,nat_16589,food,singular,dependent,The food that I eat is very healthy,nat_16589.wav
future,naturalistic,11,nat_13156,nature,plural,dependent,The birds that will sing loudly will wake us up early,nat_13156.wav
future,naturalistic,8,nat_02749,basic,singular,dependent,The girl who will dance is very happy,nat_02749.wav
past,naturalistic,8,nat_12707,relationship,plural,simple,Were the parents proud of their children's achievements?,nat_12707.wav
future,naturalistic,7,nat_13131,nature,plural,preposition,Will flowers growing near waterfalls bloom soon?,nat_13131.wav
present,naturalistic,8,nat_12251,emotion,plural,independent,Many kids feel shy when they meet strangers,nat_12251.wav
future,naturalistic,10,nat_10179,food,singular,independent,I will have a snack or I will get weak,nat_10179.wav
past,naturalistic,9,nat_05810,work,singular,simple,The company did not hire new employees last year,nat_05810.wav
past,naturalistic,8,nat_05634,work,plural,simple,Did the engineers not fix the broken machines?,nat_05634.wav
past,naturalistic,7,nat_11580,relationship,singular,dependent,The person I admired was my father,nat_11580.wav
future,naturalistic,10,nat_13926,sport,singular,dependent,The exercise that I will do tomorrow is very challenging,nat_13926.wav
future,naturalistic,10,nat_19088,emotion,plural,preposition,The people around us will be influenced by our moods,nat_19088.wav
past,naturalistic,7,nat_01380,science,singular,preposition,Wasn't the internet connection at home slow?,nat_01380.wav
present,naturalistic,9,nat_19253,weather,plural,simple,They are checking the weather forecast on their phones,nat_19253.wav
present,naturalistic,8,nat_14901,relationship,singular,preposition,Is the boy on the bike my nephew?,nat_14901.wav
future,naturalistic,10,nat_03832,shopping,singular,dependent,Will the new store that opens next week sell electronics?,nat_03832.wav
past,naturalistic,8,nat_04776,shopping,plural,simple,Were the customers not satisfied with the products?,nat_04776.wav
past,naturalistic,5,nat_04276,housing,singular,simple,It wasn't a big apartment,nat_04276.wav
past,naturalistic,8,nat_04958,emotion,singular,dependent,He was angry because his bike was broken,nat_04958.wav
present,naturalistic,8,nat_17551,housing,plural,dependent,The cleaning products they use are eco-friendly now,nat_17551.wav
future,naturalistic,10,nat_16662,transport,singular,dependent,The vacation that I will plan will not be boring,nat_16662.wav
future,naturalistic,8,nat_07415,emotion,plural,dependent,Are the people who are grieving getting support?,nat_07415.wav
present,naturalistic,8,nat_03252,art,singular,preposition,What inspires you to create such amazing paintings?,nat_03252.wav
present,naturalistic,10,nat_16892,weather,singular,independent,The weather forecast says it will rain or snow tonight,nat_16892.wav
